,Left_id,Right_id,Score
1156,15890,43451,90.99
1157,15893,60861,100.0
1158,15893,60862,100.0
1159,15925,2206,91.71
1160,15948,50482,97.14
1161,15963,49160,98.91
1162,15964,45909,86.97
1163,15983,84561,97.94
1164,15985,28877,99.14
1165,15985,30071,95.57
1166,16011,64837,87.15
1167,16014,85653,86.85
1168,16063,12184,98.95
1169,16072,74298,100.0
1170,16072,74300,93.85
1171,16086,64458,80.62
1172,16118,40640,85.15
1173,16125,62974,100.0
1174,16155,54305,80.39
1175,16169,68145,96.07
1176,16183,82559,90.23
1177,16202,57802,98.8
1178,16202,57803,98.8
1179,16255,30497,92.63
1180,16291,6519,96.44
1181,16292,47029,99.13
1182,16292,47030,99.13
1183,16299,236,98.93
1184,16307,50110,92.16
1185,16330,27711,98.95
1186,16332,55139,99.06
1187,16338,10271,81.23
1188,16342,21163,81.95
1189,16345,11736,98.99
1190,16352,19871,80.41
1191,16374,22454,100.0
1192,16430,76688,81.2
1193,16438,63331,94.1
1194,16439,62938,94.52
1195,16454,20316,82.53
1196,16454,20317,86.36
1197,16495,5234,98.69
1198,16527,64498,93.22
1199,16531,6089,95.61
1200,16538,25547,93.01
1201,16562,83233,87.49
1202,16576,85104,90.96
1203,16598,44424,92.87
1204,16632,47784,92.74
1205,16639,23113,99.32
1206,16642,4923,92.27
1207,16643,8499,97.58
1208,16662,80632,86.22
1209,16664,63381,80.34
1210,16670,62360,99.1
1211,16670,67650,99.1
1212,16686,38602,91.56
1213,16708,73039,99.07
1214,16716,31874,99.03
1215,16725,61561,80.93
1216,16743,514,97.07
1217,16743,1317,97.07
1218,16776,993,98.92
1219,16824,41477,89.32
1220,16824,41478,89.32
1221,16838,63208,100.0
1222,16838,63228,100.0
1223,16850,6074,99.28
1224,16855,75092,80.06
1225,16863,13595,92.48
1226,16867,72891,94.07
1227,16875,53917,90.27
1228,16891,29098,83.18
1229,16900,20456,98.91
1230,16922,22322,98.94
1231,16922,23863,100.0
1232,16979,71485,100.0
1233,16979,71505,95.25
1234,16985,15809,92.24
1235,17031,22709,99.07
1236,17043,44321,92.19
1237,17055,51737,83.36
1238,17069,2519,99.08
1239,17069,2621,99.08
1240,17079,52665,84.77
1241,17093,86029,92.77
1242,17103,73082,92.34
1243,17121,18686,99.46
1244,17123,44865,100.0
1245,17128,34745,99.11
1246,17166,11934,95.81
1247,17177,39194,98.99
1248,17192,10148,99.16
1249,17206,7447,88.93
1250,17229,55304,96.39
1251,17241,48686,97.83
1252,17251,20933,84.92
1253,17251,22964,84.92
1254,17275,52613,96.76
1255,17279,89843,82.73
1256,17280,52701,96.31
1257,17358,23357,83.28
1258,17362,58583,80.92
1259,17363,85521,98.88
1260,17412,56916,98.52
1261,17415,42510,99.15
1262,17415,42529,99.15
1263,17428,22341,93.56
1264,17428,23991,93.56
1265,17436,15349,85.84
1266,17436,15350,85.84
1267,17438,83541,100.0
1268,17441,79809,90.65
1269,17480,75386,99.26
1270,17501,63071,95.44
1271,17503,90019,95.34
1272,17510,23305,95.45
1273,17519,78487,80.88
1274,17532,83025,84.0
1275,17560,10282,99.05
1276,17560,10283,99.05
1277,17582,28247,81.68
1278,17591,61849,90.38
1279,17605,36608,100.0
1280,17607,21255,99.07
1281,17618,58971,89.2
1282,17618,62739,85.23
1283,17655,18193,92.07
1284,17664,54572,87.48
1285,17673,76911,87.37
1286,17693,55335,92.6
1287,17707,76549,90.23
1288,17707,76852,90.23
1289,17719,65821,99.1
1290,17723,59945,90.48
1291,17727,25324,93.08
1292,17737,70046,100.0
1293,17751,3412,99.39
1294,17763,87816,83.66
1295,17766,52472,92.31
1296,17799,73332,95.26
1297,17799,73338,98.88
1298,17800,52492,97.17
1299,17800,52924,89.87
1300,17805,20755,95.26
1301,17815,52349,96.37
1302,17834,24979,94.07
1303,17863,25079,80.42
1304,17884,56508,80.21
1305,17891,74905,100.0
1306,17920,74721,100.0
1307,17963,29527,83.06
1308,17983,5474,99.02
1309,17983,9885,99.02
1310,17992,34032,99.2
1311,17992,34033,99.2
1312,17997,7580,99.2
1313,18020,72416,95.76
1314,18056,63379,96.35
1315,18086,10115,99.21
1316,18091,28115,95.89
1317,18099,54764,85.37
1318,18128,34655,99.17
1319,18150,84353,84.33
1320,18170,4981,95.67
1321,18170,8207,95.67
1322,18171,57824,96.74
1323,18189,21850,92.01
1324,18189,21851,92.01
1325,18191,61038,82.36
1326,18192,56200,100.0
1327,18218,8496,99.07
1328,18220,32853,87.75
1329,18238,116,94.84
1330,18243,82078,88.61
1331,18248,22752,99.17
1332,18248,22759,96.48
1333,18287,72536,99.3
1334,18322,83541,87.12
1335,18329,20742,87.04
1336,18331,20845,81.53
1337,18331,20846,81.53
1338,18332,80188,91.95
1339,18349,45006,96.73
1340,18364,29661,90.56
1341,18378,251,90.02
1342,18381,2241,87.21
1343,18385,6370,87.88
1344,18385,9487,87.0
1345,18388,1363,85.18
1346,18405,60060,87.46
1347,18406,79229,90.52
1348,18418,26791,99.22
1349,18418,34039,91.52
1350,18425,8899,81.22
1351,18453,83191,99.0
1352,18453,84602,99.0
1353,18464,13461,98.82
1354,18491,81693,99.01
1355,18495,3276,90.52
1356,18533,19794,92.99
1357,18544,33603,93.37
1358,18603,25543,96.37
1359,18612,32473,89.61
1360,18614,75288,92.62
1361,18614,75289,92.62
1362,18633,15909,82.02
1363,18633,15910,82.02
1364,18649,37392,85.88
1365,18674,4018,95.69
1366,18705,57902,91.41
1367,18705,72159,96.0
1368,18713,81726,99.2
1369,18728,89657,82.03
1370,18743,13965,80.25
1371,18774,79692,83.38
1372,18797,82142,98.99
1373,18838,74588,96.26
1374,18841,753,92.59
1375,18867,46464,94.74
1376,18868,79735,96.77
1377,18869,35989,100.0
1378,18870,65964,95.5
1379,18870,65965,95.5
1380,18874,52276,96.36
1381,18904,63297,92.54
1382,18922,66376,93.94
1383,18932,45127,90.06
1384,18951,29262,89.98
1385,18958,65966,98.96
1386,18960,40064,87.97
1387,18978,16347,96.06
1388,18978,16348,96.06
1389,18999,18953,93.99
1390,18999,18954,93.99
1391,19029,10976,97.3
1392,19036,22440,84.4
1393,19058,69537,100.0
1394,19058,76489,95.76
1395,19067,7263,90.98
1396,19067,7514,90.98
1397,19084,84463,88.42
1398,19086,38258,100.0
1399,19122,76848,92.06
1400,19164,66611,94.63
1401,19166,55825,99.19
1402,19185,22592,92.76
1403,19197,73696,83.26
1404,19200,34917,99.2
1405,19200,34918,92.03
1406,19208,4020,85.07
1407,19228,69464,99.13
1408,19228,69465,99.13
1409,19275,80872,92.03
1410,19275,80873,96.1
1411,19288,27343,100.0
1412,19288,27433,100.0
1413,19324,54620,98.83
1414,19324,61175,98.83
1415,19343,87925,98.89
1416,19388,43161,94.65
1417,19399,79292,99.11
1418,19413,54534,94.48
1419,19421,77193,100.0
1420,19447,19979,91.22
1421,19461,48377,98.87
1422,19461,48378,98.87
1423,19473,27011,100.0
1424,19473,27012,100.0
1425,19497,84893,98.87
1426,19500,53988,100.0
1427,19566,56194,94.9
1428,19569,68699,85.39
1429,19572,34711,99.38
1430,19573,75068,94.21
1431,19614,6452,83.65
1432,19651,85125,88.58
1433,19659,81398,99.13
1434,19659,82611,99.13
1435,19694,61830,98.71
1436,19697,22935,89.97
1437,19697,24401,89.97
1438,19707,23011,98.83
1439,19727,52731,100.0
1440,19741,35499,82.93
1441,19758,55724,86.64
1442,19768,7708,99.08
1443,19791,47479,98.93
1444,19821,71642,87.79
1445,19835,42602,94.97
1446,19855,26684,99.28
1447,19855,26968,98.22
1448,19856,85581,99.0
1449,19856,85582,99.0
1450,19866,53449,82.78
1451,19894,75687,81.4
1452,19915,44152,97.25
1453,19919,62488,99.23
1454,19923,9403,95.2
1455,19929,1328,99.24
1456,19929,1434,99.24
1457,19986,83586,86.43
1458,20013,75813,87.4
1459,20022,52489,100.0
1460,20023,64884,98.95
1461,20025,10841,98.18
1462,20025,10842,98.18
1463,20029,24435,99.15
1464,20035,30760,82.17
1465,20038,34105,89.27
1466,20120,59943,96.69
1467,20152,88552,86.36
1468,20159,42709,95.36
1469,20193,52709,100.0
1470,20203,41618,100.0
1471,20209,35141,93.32
1472,20221,78398,98.86
1473,20231,62592,94.96
1474,20245,70007,89.1
1475,20284,80335,100.0
1476,20323,1008,96.08
1477,20323,1153,99.29
1478,20332,4914,88.85
1479,20344,70257,100.0
1480,20345,13314,90.16
1481,20348,82743,91.31
1482,20350,77583,81.81
1483,20386,88200,83.69
1484,20391,81641,99.15
1485,20395,5906,91.84
1486,20454,25679,95.12
1487,20456,33282,99.21
1488,20456,34378,96.52
1489,20476,56079,83.13
1490,20476,56082,93.7
1491,20515,79005,98.98
1492,20532,37900,96.62
1493,20537,82048,98.97
1494,20537,84648,98.97
1495,20545,80969,98.69
1496,20545,82222,98.69
1497,20552,37296,85.1
1498,20563,64772,94.61
1499,20584,81687,83.55
1500,20601,18940,100.0
1501,20609,46247,80.93
1502,20609,48014,94.06
1503,20614,23356,84.49
1504,20615,17332,99.17
1505,20633,75615,92.69
1506,20633,75616,99.01
1507,20635,90639,83.5
1508,20643,79952,98.88
1509,20660,87081,99.48
1510,20664,12767,91.88
1511,20664,14798,99.05
1512,20667,14642,87.39
1513,20671,41932,98.99
1514,20671,42099,98.99
1515,20685,61796,96.8
1516,20687,87984,95.11
1517,20710,69851,97.33
1518,20744,28897,95.99
1519,20781,11213,99.12
1520,20781,11214,99.12
1521,20806,86643,99.18
1522,20819,9570,92.04
1523,20822,15296,99.16
1524,20822,17944,99.16
1525,20832,28786,91.5
1526,20832,29814,91.5
1527,20859,41100,99.27
1528,20869,53389,99.25
1529,20884,27922,82.14
1530,20903,3240,92.85
1531,20922,25097,82.98
1532,20924,24111,99.42
1533,20925,21577,98.73
1534,20930,66570,92.86
1535,20947,6192,84.93
1536,20975,63566,96.21
1537,20985,86443,100.0
1538,20985,90356,86.88
1539,20991,7839,96.15
1540,21006,40393,100.0
1541,21019,60299,94.39
1542,21028,71441,88.26
1543,21055,61928,92.46
1544,21063,68924,82.5
1545,21063,73261,82.5
1546,21067,50529,93.08
1547,21072,36976,100.0
1548,21072,36977,100.0
1549,21089,32484,84.26
1550,21105,84068,99.1
1551,21105,84069,99.1
1552,21111,58131,90.17
1553,21111,58239,90.17
1554,21114,81995,88.02
1555,21155,73193,82.27
1556,21157,73174,96.72
1557,21164,82386,85.95
1558,21203,79333,98.96
1559,21235,13505,98.93
1560,21267,73967,80.03
1561,21337,82646,100.0
1562,21370,78032,98.57
1563,21372,82376,95.52
1564,21372,82634,95.52
1565,21415,85047,89.42
1566,21419,76315,93.24
1567,21422,8975,99.24
1568,21436,11407,86.2
1569,21436,11408,86.2
1570,21452,88790,96.3
1571,21466,43073,95.7
1572,21466,43074,95.7
1573,21473,60229,96.22
1574,21502,75890,97.52
1575,21502,77793,100.0
1576,21506,48465,99.03
1577,21507,28265,99.01
1578,21574,51184,91.78
1579,21608,8118,92.26
1580,21632,36910,87.76
1581,21658,64926,96.37
1582,21658,64927,96.37
1583,21658,68813,82.83
1584,21666,48850,93.7
1585,21738,52573,99.1
1586,21738,52574,99.1
1587,21745,34313,85.85
1588,21763,6398,93.62
1589,21763,6399,93.62
1590,21768,28366,99.47
1591,21768,28367,99.47
1592,21825,46122,98.96
1593,21826,85880,98.98
1594,21827,24831,82.05
1595,21843,61952,80.41
1596,21843,72520,83.05
1597,21845,7807,99.23
1598,21847,60658,98.85
1599,21898,31002,90.94
1600,21902,54430,96.25
1601,21944,81678,82.49
1602,21964,29047,95.49
1603,21969,54193,82.71
1604,21975,52624,93.5
1605,21976,39292,83.55
1606,21989,54905,98.27
1607,22030,85307,85.15
1608,22032,10888,87.67
1609,22063,79218,90.8
1610,22063,79480,100.0
1611,22090,55552,98.99
1612,22107,77280,98.88
1613,22110,83559,89.65
1614,22122,86020,94.74
1615,22123,24041,100.0
1616,22159,79411,100.0
1617,22165,4319,92.29
1618,22196,53783,99.15
1619,22197,75258,94.28
1620,22199,8346,99.07
1621,22199,8347,99.07
1622,22231,20394,94.81
1623,22249,47794,98.65
1624,22249,47795,98.65
1625,22273,51269,100.0
1626,22294,73933,98.72
1627,22332,75494,86.03
1628,22332,75495,86.03
1629,22333,85637,89.9
1630,22342,5605,91.01
1631,22349,17115,99.12
1632,22349,20099,92.42
1633,22351,17369,98.97
1634,22351,17370,98.97
1635,22360,36761,85.47
1636,22360,36762,85.47
1637,22412,80266,80.43
1638,22440,46553,83.02
1639,22440,46554,83.02
1640,22447,80552,99.19
1641,22453,53580,86.02
1642,22462,32322,98.96
1643,22462,32323,98.96
1644,22466,308,99.38
1645,22536,27442,89.9
1646,22536,28814,100.0
1647,22562,12957,97.55
1648,22596,63138,99.33
1649,22596,63156,99.33
1650,22598,20669,96.17
1651,22601,74764,99.21
1652,22620,6246,86.17
1653,22635,17273,96.86
1654,22645,13196,88.84
1655,22660,90368,99.14
1656,22660,90369,99.14
1657,22672,42585,99.09
1658,22673,54466,96.81
1659,22681,41117,94.81
1660,22689,16055,98.04
1661,22689,16920,98.04
1662,22700,79666,98.97
1663,22708,1891,92.78
1664,22708,1992,92.78
1665,22713,33762,80.15
1666,22745,16663,80.52
1667,22755,59451,99.05
1668,22761,25836,95.63
1669,22765,68363,91.95
1670,22774,1638,99.08
1671,22774,1639,99.08
1672,22801,90134,91.13
1673,22801,90604,91.13
1674,22813,90326,87.15
1675,22813,90327,87.15
1676,22833,10361,100.0
1677,22836,19232,99.04
1678,22906,76191,100.0
1679,22928,40916,100.0
1680,22928,41075,97.77
1681,22929,30969,89.9
1682,22952,54550,93.05
1683,22952,54551,93.05
1684,22969,84066,90.55
1685,22976,79575,80.07
1686,22988,33069,99.02
1687,22988,33070,99.02
1688,22999,38847,98.89
1689,23090,75137,98.75
1690,23090,77099,94.72
1691,23096,90697,96.65
1692,23103,15102,99.01
1693,23108,91603,99.02
1694,23128,28538,100.0
1695,23140,9866,81.53
1696,23181,50989,94.91
1697,23181,51132,99.08
1698,23247,76129,99.05
1699,23256,2377,90.93
1700,23263,48655,96.26
1701,23266,1597,99.24
1702,23271,27139,93.6
1703,23293,34770,91.86
1704,23293,35198,96.26
1705,23315,6077,80.97
1706,23332,27336,99.03
1707,23332,27337,99.03
1708,23332,31563,81.64
1709,23332,31564,81.64
1710,23347,62239,81.25
1711,23353,65814,93.75
1712,23353,65823,100.0
1713,23355,35882,100.0
1714,23358,48274,85.87
1715,23376,59288,91.35
1716,23376,63128,92.36
1717,23378,59255,93.24
1718,23383,62882,94.04
1719,23405,8332,99.01
1720,23418,39748,99.21
1721,23422,62517,93.01
1722,23448,38387,94.9
1723,23461,70806,95.93
1724,23483,76526,99.22
1725,23483,79523,100.0
1726,23485,8707,98.95
1727,23508,11465,98.92
1728,23512,61190,80.89
1729,23554,77718,100.0
1730,23554,77719,100.0
1731,23567,13531,99.26
1732,23568,62463,88.83
1733,23594,26453,99.28
1734,23629,54075,99.33
1735,23632,73801,88.19
1736,23632,79248,97.45
1737,23642,6456,99.29
1738,23642,6457,99.29
1739,23663,88247,96.85
1740,23732,88086,99.09
1741,23772,7071,95.38
1742,23773,76623,96.55
1743,23774,81859,82.67
1744,23787,19712,99.45
1745,23796,67480,90.35
1746,23838,80781,98.81
1747,23840,42416,89.34
1748,23844,12037,99.24
1749,23845,48142,98.24
1750,23882,3866,100.0
1751,23894,31053,98.84
1752,23907,82560,100.0
1753,23907,82561,100.0
1754,23950,64790,95.26
1755,23959,8986,91.64
1756,23965,16325,94.33
1757,23977,76841,84.8
1758,23994,84114,98.47
1759,23994,85594,98.47
1760,23996,81024,99.01
1761,23996,81025,99.01
1762,24054,78876,98.34
1763,24062,89898,82.52
1764,24086,85233,95.37
1765,24087,36357,96.9
1766,24091,759,83.42
1767,24103,73181,94.31
1768,24114,80637,98.87
1769,24117,21014,100.0
1770,24120,76252,95.1
1771,24120,76254,98.84
1772,24131,38224,90.4
1773,24132,52919,93.75
1774,24147,66507,95.76
1775,24147,68832,99.04
1776,24159,84851,90.74
1777,24159,84852,90.74
1778,24177,23338,87.59
1779,24194,55870,83.08
1780,24195,34845,98.93
1781,24235,68724,97.08
1782,24255,53025,95.09
1783,24271,7895,99.36
1784,24322,3909,85.29
1785,24330,56512,98.07
1786,24339,82481,83.26
1787,24385,52390,84.92
1788,24414,56483,80.13
1789,24414,61639,89.71
1790,24414,68227,99.2
1791,24414,68228,99.2
1792,24441,88379,83.51
1793,24454,27617,89.54
1794,24454,28845,89.54
1795,24455,45793,100.0
1796,24455,45794,100.0
1797,24462,43945,99.03
1798,24462,43946,94.62
1799,24495,48666,80.91
1800,24502,90889,98.88
1801,24525,85070,84.1
1802,24525,88249,80.72
1803,24549,58424,89.67
1804,24549,61316,89.67
1805,24567,73037,98.8
1806,24573,21770,99.03
1807,24578,16038,99.25
1808,24578,16039,92.16
1809,24595,46291,91.61
1810,24595,46292,91.61
1811,24624,12825,84.28
1812,24652,70300,86.82
1813,24652,71490,90.49
1814,24657,942,99.14
1815,24658,5968,96.42
1816,24659,77822,94.56
1817,24659,78003,92.3
1818,24691,43899,95.66
1819,24694,89932,97.74
1820,24706,34281,99.34
1821,24769,73217,98.5
1822,24783,31775,87.88
1823,24783,31776,100.0
1824,24795,16939,98.93
1825,24813,68537,98.95
1826,24840,38562,98.94
1827,24840,40317,100.0
1828,24869,19886,99.23
1829,24872,23700,91.04
1830,24874,23366,99.18
1831,24901,8742,89.94
1832,24901,8743,89.94
1833,24935,85628,98.47
1834,24942,11136,99.14
1835,24990,19905,95.66
1836,25015,55379,98.4
1837,25015,58677,88.55
1838,25016,12033,99.21
1839,25016,12034,99.21
1840,25031,91266,91.83
1841,25034,73791,87.0
1842,25040,77843,87.26
1843,25049,15316,94.12
1844,25049,17112,94.12
1845,25057,71327,94.09
1846,25057,71328,94.09
1847,25060,19653,96.61
1848,25081,41848,98.9
1849,25088,3176,96.04
1850,25106,17968,83.76
1851,25134,84176,97.0
1852,25135,1241,80.08
1853,25142,67162,91.0
1854,25155,86225,100.0
1855,25155,86226,100.0
1856,25157,77947,87.29
1857,25157,77948,82.65
1858,25170,59782,92.75
1859,25171,30022,80.84
1860,25192,55016,94.27
1861,25198,1208,96.78
1862,25212,65238,99.2
1863,25217,6988,92.11
1864,25253,24978,91.32
1865,25262,61238,93.36
1866,25272,36911,98.78
1867,25278,19297,99.09
1868,25278,19298,99.09
1869,25296,90226,99.08
1870,25326,62590,96.0
1871,25326,62591,94.28
1872,25358,34199,86.24
1873,25375,22520,98.98
1874,25391,57151,85.73
1875,25433,78230,89.94
1876,25434,14643,90.01
1877,25483,68969,96.36
1878,25491,26685,91.54
1879,25518,23401,89.83
1880,25524,87478,87.8
1881,25524,87479,87.8
1882,25532,89382,92.33
1883,25560,23897,98.82
1884,25690,27367,93.4
1885,25723,19379,96.47
1886,25723,20005,96.47
1887,25725,52236,94.32
1888,25729,60487,94.77
1889,25729,60488,88.07
1890,25730,9047,81.12
1891,25731,51900,95.44
1892,25822,81649,99.0
1893,25840,21533,95.63
1894,25854,20451,100.0
1895,25857,63898,94.61
1896,25857,67212,94.61
1897,25879,27885,92.59
1898,25879,29165,87.95
1899,25897,20461,94.36
1900,25906,21736,83.03
1901,25910,18616,98.87
1902,25914,85938,93.8
1903,25914,85939,93.8
1904,25925,21442,91.39
1905,25925,21443,91.39
1906,25948,21512,99.06
1907,25967,72960,96.91
1908,25967,72961,96.91
1909,26009,28056,99.06
1910,26009,28133,99.06
1911,26031,64792,81.83
1912,26038,77558,86.49
1913,26044,11468,87.12
1914,26044,14161,83.74
1915,26065,88450,90.57
1916,26075,73987,94.23
1917,26075,73988,94.23
1918,26094,61182,98.92
1919,26094,61183,98.92
1920,26109,71528,83.7
1921,26109,71529,83.7
1922,26150,9975,80.81
1923,26154,37394,84.25
1924,26154,37395,84.25
1925,26164,39581,98.48
1926,26164,39585,100.0
1927,26203,71692,99.2
1928,26204,61074,100.0
1929,26216,69486,96.23
1930,26218,25284,100.0
1931,26226,33007,91.52
1932,26244,16831,80.03
1933,26245,78136,89.09
1934,26247,69298,94.22
1935,26262,27450,99.17
1936,26270,6649,87.82
1937,26275,8246,98.85
1938,26280,16183,98.03
1939,26295,8964,98.68
1940,26297,62369,98.8
1941,26323,73689,100.0
1942,26332,8142,95.67
1943,26335,64240,89.23
1944,26335,69554,90.17
1945,26338,58574,100.0
1946,26338,64703,99.07
1947,26363,44106,99.08
1948,26363,44277,99.08
1949,26370,80423,90.13
1950,26370,80424,85.92
1951,26381,73777,99.03
1952,26434,27748,94.77
1953,26491,27669,99.11
1954,26491,28218,100.0
1955,26496,85773,82.37
1956,26497,75434,98.72
1957,26503,68377,98.81
1958,26569,25211,85.59
1959,26576,58483,93.82
1960,26578,31036,97.82
1961,26580,56055,99.31
1962,26583,83757,94.58
1963,26602,67980,98.91
1964,26602,67981,98.91
1965,26620,74068,81.12
1966,26620,74069,96.26
1967,26622,15280,94.74
1968,26622,26521,99.11
1969,26655,77222,81.15
1970,26672,71769,97.89
1971,26686,37529,99.34
1972,26689,68552,94.96
1973,26706,47017,89.45
1974,26707,13867,90.81
1975,26713,77610,99.07
1976,26716,24500,90.94
1977,26717,1404,99.3
1978,26717,1405,99.3
1979,26723,72683,99.15
1980,26728,71756,84.04
1981,26729,73240,96.81
1982,26752,43725,91.32
1983,26767,48031,97.71
1984,26767,48032,97.71
1985,26769,61670,90.53
1986,26774,24213,96.8
1987,26775,16627,99.13
1988,26787,12318,100.0
1989,26792,32596,98.95
1990,26818,72198,90.65
1991,26820,74861,93.27
1992,26821,86967,94.01
1993,26837,39657,98.94
1994,26837,42227,98.94
1995,26840,77783,91.47
1996,26847,66647,90.99
1997,26888,85110,100.0
1998,26898,26286,94.73
1999,26926,8459,84.52
2000,26954,55112,93.01
2001,26959,3838,81.03
2002,26988,25657,100.0
2003,27017,6200,96.35
2004,27019,4543,80.9
2005,27023,37139,94.42
2006,27032,69591,98.42
2007,27032,69592,98.42
2008,27042,77933,100.0
2009,27044,651,95.72
2010,27069,67742,81.63
2011,27074,64624,100.0
2012,27094,5302,90.42
2013,27095,75864,98.7
2014,27111,52166,91.39
2015,27117,66498,93.86
2016,27121,8407,99.24
2017,27122,91423,81.42
2018,27126,34398,82.57
2019,27128,69783,94.54
2020,27129,65646,85.12
2021,27157,24326,98.83
2022,27172,37742,95.32
2023,27174,24717,82.9
2024,27177,35995,93.36
2025,27192,73310,92.51
2026,27220,3824,99.02
2027,27225,59244,84.64
2028,27225,63024,84.64
2029,27296,78565,90.82
2030,27347,72161,96.94
2031,27393,69422,99.0
2032,27402,78209,80.16
2033,27403,72978,92.73
2034,27417,43477,99.09
2035,27419,81119,87.5
2036,27419,81945,87.5
2037,27425,71356,96.31
2038,27427,82397,83.33
2039,27434,49597,99.2
2040,27434,49598,99.2
2041,27442,25041,100.0
2042,27447,70244,93.78
2043,27457,12094,98.93
2044,27465,70116,90.95
2045,27505,41493,99.24
2046,27520,4017,94.21
2047,27534,67006,82.6
2048,27556,70802,92.58
2049,27556,70803,92.58
2050,27584,48315,90.4
2051,27598,54002,99.14
2052,27652,76868,99.37
2053,27652,76872,93.84
2054,27670,18305,96.94
2055,27672,81515,100.0
2056,27672,81518,99.06
2057,27682,1189,98.5
2058,27682,1190,98.5
2059,27683,31453,96.85
2060,27702,6536,97.8
2061,27717,53800,99.3
2062,27725,68643,99.16
2063,27725,68644,99.16
2064,27754,23855,91.06
2065,27755,56730,82.83
2066,27763,28270,85.37
2067,27763,28386,89.23
2068,27776,36614,93.47
2069,27790,78373,91.74
2070,27803,75997,82.08
2071,27825,87576,98.55
2072,27832,59174,85.95
2073,27832,59175,85.95
2074,27842,7500,86.37
2075,27848,81469,93.87
2076,27869,60691,97.57
2077,27899,14511,95.68
2078,27920,54592,81.77
2079,27920,57534,99.02
2080,27928,67132,100.0
2081,27928,67133,100.0
2082,27935,82614,91.42
2083,27969,127,88.16
2084,28001,66053,98.78
2085,28001,67490,98.78
2086,28031,26330,100.0
2087,28059,81964,82.88
2088,28060,76402,85.62
2089,28060,78162,83.29
2090,28090,67535,98.66
2091,28099,81843,92.22
2092,28101,46977,88.21
2093,28106,85498,98.52
2094,28106,85499,98.52
2095,28108,23877,88.49
2096,28119,75018,88.06
2097,28126,31123,85.96
2098,28126,31124,85.96
2099,28128,32936,88.62
2100,28128,32937,88.62
2101,28142,75104,92.92
2102,28145,71292,91.95
2103,28156,12351,86.29
2104,28164,76372,92.86
2105,28168,16099,83.67
2106,28222,11498,94.58
2107,28247,81408,83.1
2108,28259,25200,99.16
2109,28263,74843,93.2
2110,28271,91250,99.03
2111,28308,67267,83.98
2112,28319,19568,99.09
2113,28331,51857,98.76
2114,28331,51858,98.76
2115,28339,30502,98.82
2116,28350,70087,98.86
2117,28381,25880,95.21
2118,28383,50891,99.11
2119,28407,28513,90.65
2120,28435,74090,94.12
2121,28455,688,81.69
2122,28493,33996,88.98
2123,28493,33997,88.98
2124,28497,7324,87.0
2125,28497,7325,90.09
2126,28510,65404,89.93
2127,28519,69771,91.91
2128,28522,84987,100.0
2129,28522,85349,98.8
2130,28540,4085,97.41
2131,28540,4086,97.41
2132,28561,81490,99.22
2133,28561,82780,99.22
2134,28576,61411,93.22
2135,28596,24557,86.36
2136,28620,65498,95.07
2137,28627,5992,94.97
2138,28627,5993,94.97
2139,28628,11798,88.89
2140,28648,32858,94.33
2141,28658,64356,91.65
2142,28669,75773,100.0
2143,28669,75774,100.0
2144,28674,11459,93.72
2145,28728,2522,87.69
2146,28731,82753,81.04
2147,28732,4474,99.0
2148,28737,43556,95.21
2149,28741,47738,93.13
2150,28760,72100,99.14
2151,28777,64737,96.6
2152,28817,53497,99.04
2153,28817,59974,99.04
2154,28835,38301,89.43
2155,28853,43992,83.81
2156,28895,56714,100.0
2157,28895,56715,100.0
2158,28919,75490,99.29
2159,28938,39202,89.25
2160,28945,22135,88.71
2161,28958,28763,95.89
2162,28968,75984,99.3
2163,28985,8965,99.04
2164,28999,70812,81.13
2165,29003,22380,92.5
2166,29003,22381,99.29
2167,29007,18994,99.12
2168,29008,20488,99.36
2169,29008,20643,100.0
2170,29013,41397,91.38
2171,29029,71644,91.15
2172,29037,62421,85.75
2173,29052,76786,99.24
2174,29104,81939,96.3
2175,29110,66409,96.74
2176,29112,66190,98.84
2177,29142,75075,84.86
2178,29144,73498,100.0
2179,29144,73499,100.0
2180,29170,59778,94.09
2181,29174,9821,98.73
2182,29176,60876,95.13
2183,29202,32558,97.27
2184,29202,32559,97.27
2185,29226,61567,95.54
2186,29263,56514,94.89
2187,29268,72899,93.24
2188,29274,78975,80.96
2189,29279,5276,99.23
2190,29290,1672,94.93
2191,29319,18340,90.32
2192,29326,13657,82.8
2193,29396,73285,96.42
2194,29405,35037,93.37
2195,29484,51955,94.58
2196,29486,30118,99.16
2197,29486,30500,99.16
2198,29490,50758,98.74
2199,29491,58996,92.17
2200,29491,58997,92.17
2201,29522,4755,94.27
2202,29522,4756,94.27
2203,29528,21238,99.04
2204,29534,19823,97.17
2205,29544,6969,99.11
2206,29546,70751,100.0
2207,29550,79444,97.37
2208,29555,315,98.76
2209,29557,78728,90.45
2210,29583,77839,96.19
2211,29583,77840,96.19
2212,29584,56609,85.33
2213,29584,56611,94.4
2214,29663,22583,99.21
2215,29692,31186,92.72
2216,29701,77025,89.59
2217,29723,53104,96.24
2218,29730,33605,98.83
2219,29730,33606,98.83
2220,29736,7185,99.4
2221,29768,6189,90.38
2222,29803,82888,86.29
2223,29866,5608,90.76
2224,29866,8806,90.76
2225,29869,79699,100.0
2226,29879,91688,95.76
2227,29887,60847,87.19
2228,29887,60848,87.19
2229,29892,14884,99.14
2230,29922,35885,100.0
2231,29927,11815,90.33
